,vv_list,vh_list,vv/vh_list
87,"[0.33007529377937317, 0.11886201798915863, 0.06257827579975128, 0.05802135169506073, 0.0532168447971344, 0.03731736168265343, 0.036475684493780136, 0.08907008916139603, 0.06304805725812912, 0.046885896474123, 0.050895992666482925, 0.05940251424908638, 0.155520960688591, 0.6865363121032715, 0.23776105046272278, 0.19265928864479065, 0.5336442589759827, 0.052182964980602264]","[0.02146933414041996, 0.02023179456591606, 0.02098613604903221, 0.009454714134335518, 0.025020461529493332, 0.017317628487944603, 0.03585897758603096, 0.02533145062625408, 0.023445479571819305, 0.02881781943142414, 0.04763307794928551, 0.034741077572107315, 0.020038075745105743, 0.06576824933290482, 0.009606324136257172, 0.013786161318421364, 0.025898121297359467, 0.005778906401246786]","[15.37426785667963, 5.875011116878487, 2.9818865013332037, 6.1367642501587385, 2.1269329798095074, 2.1548771362448, 1.017198117438502, 3.5161858858995543, 2.689134895492213, 1.6269758572710287, 1.068501026128763, 1.7098638960116503, 7.761272223286044, 10.438719580753496, 24.750471365560184, 13.974832021394903, 20.605520101197158, 9.029903126540328]"
88,"[0.11638538539409637, 0.31169119477272034, 0.2925961911678314, 0.053863927721977234, 0.04425043985247612, 0.028196251019835472, 0.04691604897379875, 0.014451132155954838, 0.23716530203819275, 0.07394114136695862, 0.06053221598267555, 0.03751454874873161, 0.03933534398674965, 0.014697111211717129, 0.3211342692375183, 0.29957377910614014, 0.011523536406457424, 0.012585693039000034]","[0.008894811384379864, 0.011387952603399754, 0.00950830802321434, 0.020269595086574554, 0.03217446804046631, 0.01520446501672268, 0.022379856556653976, 0.0074738129042088985, 0.050264861434698105, 0.04208733141422272, 0.032400839030742645, 0.03583903610706329, 0.01736881025135517, 0.01631515473127365, 0.05886704847216606, 0.12271540611982346, 0.0030029863119125366, 0.01067193504422903]","[13.084637814634293, 27.370257466620313, 30.772687470101282, 2.657375615640871, 1.3753277846527776, 1.8544717613427197, 2.09635163903004, 1.9335688946423375, 4.718312062718157, 1.7568503129654696, 1.8682298913692088, 1.0467510520278223, 2.264711480953658, 0.9008257325040883, 5.4552466544905736, 2.441207575955265, 3.8373589519022264, 1.1793262409150336]"
89,"[0.7243634462356567, 0.1852077841758728, 0.22232690453529358, 0.09285736829042435, 0.08414731919765472, 0.0407150536775589, 0.06684300303459167, 0.08446035534143448, 0.10339590907096863, 0.0900546982884407, 0.1089126393198967, 0.14632728695869446, 0.14518433809280396, 0.5974370241165161, 0.009696470573544502, 0.018688663840293884, 0.028449594974517822, 0.010332304053008556]","[0.004262410569936037, 0.026401959359645844, 0.02120596542954445, 0.02283858321607113, 0.01773124933242798, 0.01614955998957157, 0.05131883919239044, 0.024861324578523636, 0.08028620481491089, 0.03569651395082474, 0.02518818899989128, 0.017032980918884277, 0.0752696841955185, 0.05383334681391716, 0.00461758254095912, 0.007504412438720465, 0.0030732324812561274, 0.002505799289792776]","[169.94220391268567, 7.014925735358649, 10.484168017436481, 4.065811237585096, 4.745707288868869, 2.5211246438819552, 1.3025041892316058, 3.397258865860882, 1.287841532793013, 2.5227869145009345, 4.323956729098976, 8.590820811433131, 1.9288554169521563, 11.097898597715735, 2.0999019481588834, 2.4903567058582916, 9.257221882182364, 4.123356605254291]"
90,"[0.14773747324943542, 0.2767755389213562, 0.2097892165184021, 0.06614674627780914, 0.18986818194389343, 0.051546890288591385, 0.07935236394405365, 0.08342725038528442, 0.05829434096813202, 0.047406964004039764, 0.15424469113349915, 0.050499189645051956, 0.14737404882907867, 0.5240241289138794, 0.011984867043793201, 0.003103205468505621, 0.018597185611724854, 0.02102537639439106]","[0.01141279749572277, 0.03347920998930931, 0.018814507871866226, 0.020286811515688896, 0.027222979813814163, 0.031487807631492615, 0.02155626192688942, 0.039675526320934296, 0.0311749204993248, 0.030278848484158516, 0.05017922446131706, 0.04833652824163437, 0.06275803595781326, 0.12250051647424698, 0.002331343712285161, 0.006673677358776331, 0.00848414096981287, 0.0036795432679355145]","[12.94489570193493, 8.267086917813684, 11.150396170186562, 3.2605787374055435, 6.974555439649034, 1.6370428481986985, 3.6811746031471717, 2.10273834077067, 1.8699114555687346, 1.5656792241898647, 3.073875548881902, 1.0447417611915866, 2.3482896903935195, 4.277729955726708, 5.140755084991628, 0.4649918330895483, 2.191993942332507, 5.714126690019273]"
91,"[0.18110372126102448, 0.0459110364317894, 0.19707003235816956, 0.045863643288612366, 0.06875944882631302, 0.040254008024930954, 0.20169180631637573, 0.0514591746032238, 0.07673907279968262, 0.020499764010310173, 0.22126661241054535, 0.0909631997346878, 0.21783211827278137, 0.13651728630065918, 0.012359414249658585, 0.013841611333191395, 0.016625262796878815, 0.009840734302997589]","[0.007978124544024467, 0.03632305562496185, 0.029427921399474144, 0.02853848971426487, 0.03282696753740311, 0.026881808415055275, 0.0644877552986145, 0.06574805825948715, 0.03497907146811485, 0.02419506013393402, 0.05027452111244202, 0.03029165044426918, 0.07177548855543137, 0.08562250435352325, 0.001849816762842238, 0.006660063285380602, 0.002346339635550976, 0.005283689126372337]","[22.70003686476282, 1.2639640482294257, 6.696702416830944, 1.6070802536438211, 2.094602516908343, 1.4974441973325916, 3.127598493426069, 0.7826721574062375, 2.1938567714593016, 0.8472706369329859, 4.401167977625668, 3.0029132913058874, 3.0349095862238844, 1.5944089387644929, 6.681426235249583, 2.078300271346504, 7.085616483214209, 1.8624741288960005]"
92,"[0.009883414953947067, 0.12214620411396027, 0.3002608120441437, 0.08488524705171585, 0.15612198412418365, 0.028057312592864037, 0.07482421398162842, 0.031096991151571274, 0.10700513422489166, 0.049548663198947906, 0.06783874332904816, 0.06811786442995071, 0.1537993848323822, 0.13947449624538422, 0.17502641677856445, 0.2048279494047165, 0.023206690326333046, 0.017694523558020592]","[0.003965117037296295, 0.020903106778860092, 0.016070986166596413, 0.029100626707077026, 0.03407648950815201, 0.016762856394052505, 0.03075113706290722, 0.01349722035229206, 0.03958630934357643, 0.014901419170200825, 0.03402654454112053, 0.039447035640478134, 0.0698891207575798, 0.025912314653396606, 0.06087131053209305, 0.02420486882328987, 0.004959377460181713, 0.004308844916522503]","[2.492590978017208, 5.843447359580549, 18.68340927753622, 2.916955978514115, 4.581516065110964, 1.6737787363506154, 2.4332177970707702, 2.303955210028891, 2.703084374352142, 3.3250969342593257, 1.993700631195922, 1.7268183356229772, 2.200619827023678, 5.382556445111004, 2.875351544900379, 8.462262320035029, 4.679355526506495, 4.1065584630744]"
93,"[0.10796474665403366, 0.0952252596616745, 0.03917445242404938, 0.05963852256536484, 0.034204643219709396, 0.12587954103946686, 0.05373089388012886, 0.09812373667955399, 0.08485520631074905, 0.11349205672740936, 0.09043602645397186, 0.2685531675815582, 0.24164819717407227, 0.3060605227947235, 0.13003727793693542, 0.14651809632778168, 0.1523887813091278, 0.01293138973414898]","[0.01791422814130783, 0.01862975023686886, 0.04243415221571922, 0.03032544255256653, 0.012373914942145348, 0.028924819082021713, 0.037526268512010574, 0.011996448040008545, 0.04065178334712982, 0.1288749873638153, 0.16674627363681793, 0.052892956882715225, 0.029810579493641853, 0.037495482712984085, 0.08469439297914505, 0.09136908501386642, 0.01362633053213358, 0.002949841320514679]","[6.026759612661251, 5.111461960086869, 0.9231821629168232, 1.9666167265980248, 2.7642539470841965, 4.351956037564555, 1.4318208553811278, 8.179399131501935, 2.0873673754029825, 0.8806368019809788, 0.5423571062880016, 5.077295417177143, 8.106122097546349, 8.162597215710457, 1.5353705642468622, 1.6035850233757478, 11.18340560943865, 4.383757744600564]"
94,"[0.04897565022110939, 0.03548090532422066, 0.014928107149899006, 0.023424576967954636, 0.02421402372419834, 0.13472822308540344, 0.04486044496297836, 0.027039533481001854, 0.18487338721752167, 0.17076537013053894, 0.3633906841278076, 0.3608190715312958, 0.06772791594266891, 0.06506382673978806, 0.02642187848687172, 0.14196529984474182, 0.1877141296863556, 0.37044447660446167]","[0.013191184028983116, 0.009181876666843891, 0.01927221566438675, 0.014026634395122528, 0.009498110972344875, 0.03233310580253601, 0.017291143536567688, 0.02178734354674816, 0.018449071794748306, 0.040464892983436584, 0.04427734389901161, 0.05707381293177605, 0.013989316299557686, 0.008955680765211582, 0.0033940542489290237, 0.0017218797001987696, 0.04735323041677475, 0.0192375760525465]","[3.712756194857273, 3.8642324016770524, 0.7745921595037332, 1.6700069530649524, 2.5493515283934856, 4.166881582864711, 2.5944174755189855, 1.2410660998200307, 10.020741925355157, 4.220087031996798, 8.207147315716005, 6.321972424772211, 4.841402860039009, 7.2650899965672115, 7.784754323007361, 82.44786196640433, 3.964125108977959, 19.2562969260062]"
95,"[0.08240073919296265, 0.16594573855400085, 0.08487601578235626, 0.116691455245018, 0.13945011794567108, 0.20173077285289764, 0.1719212681055069, 0.09819120913743973, 0.0668196901679039, 0.09987487643957138, 0.17398549616336823, 0.10570091009140015, 0.05486226826906204, 0.1609438806772232, 0.4799940288066864, 0.4262610971927643, 0.010675507597625256, 0.010785026475787163]","[0.012494511902332306, 0.005386743228882551, 0.007879897952079773, 0.017869215458631516, 0.03535551577806473, 0.013001730665564537, 0.01900547742843628, 0.016522930935025215, 0.05907057225704193, 0.039533521980047226, 0.06050854176282883, 0.06041661277413368, 0.020096642896533012, 0.04991036280989647, 0.05101776868104935, 0.056446827948093414, 0.0035358243621885777, 0.002734930021688342]","[6.594954635849456, 30.80632053598466, 10.771207482446469, 6.53030657754208, 3.944225246805443, 15.515686183777632, 9.045879997114712, 5.942723450431822, 1.1311840670366653, 2.5263338917786973, 2.8753873601073914, 1.7495338655704007, 2.7299220348154094, 3.224658600263881, 9.408369695811121, 7.551550949589931, 3.0192414848958764, 3.9434378175165485]"
96,"[0.07369257509708405, 0.0522310696542263, 0.08012950420379639, 0.02067580446600914, 0.055563751608133316, 0.11119290441274643, 0.07490313798189163, 0.05042559653520584, 0.10414117574691772, 0.08149875700473785, 0.14088647067546844, 0.08953561633825302, 0.195898175239563, 0.09176874905824661, 0.18998977541923523, 0.10536553710699081, 0.050238464027643204, 0.007699578069150448]","[0.01586994342505932, 0.02799876034259796, 0.021232405677437782, 0.026275329291820526, 0.021631283685564995, 0.0570988766849041, 0.05016767978668213, 0.01823064498603344, 0.018082046881318092, 0.050535183399915695, 0.06408891081809998, 0.04010080173611641, 0.031352121382951736, 0.03344586491584778, 0.014127261936664581, 0.007912823930382729, 0.005422560032457113, 0.004236552864313126]","[4.6435310525884, 1.865477935991357, 3.773924887321859, 0.7868904034038305, 2.5686756466150995, 1.9473746397211313, 1.4930556545645939, 2.765979841845259, 5.7593687501448585, 1.6127131934950851, 2.198297160570239, 2.232763746905679, 6.248322811932147, 2.743799548588247, 13.448449973604117, 13.31579446655203, 9.264713295369226, 1.8174157896171523]"
97,"[0.021574251353740692, 0.11392994970083237, 0.15632440149784088, 0.07300485670566559, 0.019740134477615356, 0.10024607181549072, 0.033484239131212234, 0.06203913316130638, 0.09839914739131927, 0.3583090007305145, 0.010706533677875996, 0.016037695109844208, 0.018938470631837845, 0.02854972705245018, 0.47096434235572815]","[0.012734315358102322, 0.01647810824215412, 0.022098803892731667, 0.013287277892231941, 0.02250959351658821, 0.017887864261865616, 0.02714690938591957, 0.03780822455883026, 0.0827951654791832, 0.12468407303094864, 0.0031325703021138906, 0.006052643992006779, 0.00248640775680542, 0.004351204261183739, 0.007948317565023899]","[1.694182274197716, 6.91401877124329, 7.073885186575923, 5.494342580758845, 0.8769653909151256, 5.6041386689858275, 1.2334457177132538, 1.640889882696618, 1.1884648919031306, 2.8737351292781104, 3.4178111407910357, 2.649700714435518, 7.616800011986096, 6.561339192263815, 59.25333738905688]"
98,"[0.06768902391195297, 0.06362612545490265, 0.09493213891983032, 0.019661836326122284, 0.02961634285748005, 0.05842326208949089, 0.11631118506193161, 0.03275293484330177, 0.26102185249328613, 0.1209900751709938, 0.07834000885486603, 0.1822059601545334, 0.09453868120908737, 0.044782835990190506, 0.29010072350502014]","[0.021098686382174492, 0.020160704851150513, 0.02770775370299816, 0.00760088162496686, 0.017879081889986992, 0.032672006636857986, 0.01896132156252861, 0.025388063862919807, 0.1392166018486023, 0.07293763756752014, 0.007590845227241516, 0.014484344981610775, 0.002781864255666733, 0.005811658222228289, 0.06923563778400421]","[3.2082103447511763, 3.1559474693302545, 3.4261939793971115, 2.586783651719877, 1.6564800720593151, 1.7881748965973325, 6.13412860904094, 1.2900918723124306, 1.8749333702107365, 1.6588153826478182, 10.320327514217345, 12.579509835333308, 33.98393038643403, 7.705689887080112, 4.190049124845981]"
99,"[0.10114932805299759, 0.10511209070682526, 0.1371041238307953, 0.14818905293941498, 0.1433582454919815, 0.05369475483894348, 0.1407364457845688, 0.032947883009910583, 0.3170103132724762, 0.04805915430188179, 0.38377851247787476, 0.20725934207439423, 0.09872077405452728, 0.044847920536994934, 0.12685373425483704]","[0.0104752192273736, 0.02831929363310337, 0.05287403240799904, 0.02812294289469719, 0.025087879970669746, 0.00991658866405487, 0.07100347429513931, 0.027305392548441887, 0.05084474757313728, 0.029929576441645622, 0.09502322971820831, 0.07386291027069092, 0.008728600107133389, 0.01324908621609211, 0.0036646861117333174]","[9.656058346604958, 3.7116777017332176, 2.593033244993312, 5.269329511292264, 5.71424311897146, 5.414639717141179, 1.9821064698830264, 1.2066438140912452, 6.234868465350818, 1.6057412103904585, 4.038786238017495, 2.8060002146521907, 11.31003515372968, 3.3849821644698355, 34.61517040946188]"
100,"[0.07073284685611725, 0.1913904994726181, 0.2011188119649887, 0.06405182927846909, 0.1963648796081543, 0.040138911455869675, 0.032873377203941345, 0.020256292074918747, 0.13504481315612793, 0.07959967106580734, 0.1950279027223587, 0.07920091599225998, 0.23955038189888, 0.037034641951322556, 0.02521684393286705, 0.010818126611411572, 0.010472589172422886, 0.016780665144324303]","[0.003702836111187935, 0.03057665005326271, 0.017008302733302116, 0.019032873213291168, 0.017645779997110367, 0.0364607498049736, 0.027678318321704865, 0.020897982642054558, 0.0674009695649147, 0.025787105783820152, 0.05958447977900505, 0.02981186844408512, 0.0705418586730957, 0.04958639293909073, 0.00591466948390007, 0.0032895200420171022, 0.003681723726913333, 0.003385191783308983]","[19.10234337469095, 6.259367822806855, 11.82474319269963, 3.365326325703676, 11.128149599525244, 1.1008800332020143, 1.187694166309324, 0.9692941381889901, 2.003603420364222, 3.0868012770844304, 3.273132591669919, 2.6566907787349363, 3.3958614984757025, 0.7468710619224497, 4.26344092455346, 3.288664143471216, 2.8444799091980886, 4.957079603898072]"
101,"[0.13444454967975616, 0.15122848749160767, 0.2332594096660614, 0.10875549912452698, 0.17082062363624573, 0.013616864569485188, 0.04701542481780052, 0.08215267211198807, 0.04129001498222351, 0.12392983585596085, 0.10000970214605331, 0.07509302347898483, 0.12717437744140625, 0.1426703780889511, 0.03177788481116295, 0.11591526120901108, 0.1520727276802063, 0.12920214235782623]","[0.00821762066334486, 0.038435690104961395, 0.03255004808306694, 0.009553269483149052, 0.014195222407579422, 0.022719502449035645, 0.021312888711690903, 0.019893141463398933, 0.034941114485263824, 0.06500501930713654, 0.01364995539188385, 0.029648704454302788, 0.04446306824684143, 0.1108250617980957, 0.010641965083777905, 0.010776721872389317, 0.0019997090566903353, 0.0016997806960716844]","[16.360520299927366, 3.9345849411999145, 7.166177115031873, 11.384112979997065, 12.03367011319509, 0.5993469531311488, 2.2059621036734844, 4.129698281346837, 1.1817028618144763, 1.9064656418362957, 7.326742049685983, 2.532759014638392, 2.86022495648263, 1.2873476068876202, 2.986091813024609, 10.756078015337275, 76.04742658509423, 76.01106581362036]"
